tract_id,population,workers,businesses,total_businesses,population_year,employment_business_year,region_code
23080850020003,711,99.0,9.0,25,2023,2023,23080
23080850020004,505,228.0,45.0,71,2023,2023,23080
23080850020005,90,0.0,0.0,5,2023,2023,23080
23080850020006,652,1014.0,114.0,125,2023,2023,23080
23080850020007,414,14.0,6.0,13,2023,2023,23080
23080850020008,671,0.0,0.0,11,2023,2023,23080
23080850020009,356,21.0,10.0,13,2023,2023,23080
23080850020010,845,209.0,17.0,32,2023,2023,23080
23080850020011,661,9.0,9.0,20,2023,2023,23080
23080850020101,513,6.0,0.0,11,2023,2023,23080
23080850020102,533,0.0,0.0,5,2023,2023,23080
23080850020103,376,0.0,0.0,8,2023,2023,23080
23080850020104,359,60.0,26.0,29,2023,2023,23080
23080850020201,586,11.0,5.0,13,2023,2023,23080
23080850020202,568,60.0,17.0,35,2023,2023,23080
23080850020301,484,51.0,27.0,34,2023,2023,23080
23080850020302,406,19.0,8.0,13,2023,2023,23080
23080850020303,386,0.0,0.0,5,2023,2023,23080
23080860010001,37,336.0,15.0,33,2023,2023,23080
23080860010002,278,1360.0,304.0,311,2023,2023,23080
23080860010003,569,577.0,135.0,150,2023,2023,23080
23080860010004,335,601.0,141.0,151,2023,2023,23080
23080860010005,553,5.0,0.0,10,2023,2023,23080
23080860010006,468,5.0,5.0,11,2023,2023,23080
23080860010007,427,12.0,12.0,21,2023,2023,23080
23080860010008,589,138.0,39.0,65,2023,2023,23080
23080860010009,0,73.0,0.0,2,2023,2023,23080
23080860010101,400,0.0,0.0,5,2023,2023,23080
23080860010102,441,13.0,6.0,13,2023,2023,23080
23080860010103,503,24.0,7.0,16,2023,2023,23080
23080860010201,379,6.0,6.0,8,2023,2023,23080
23080860010301,597,23.0,13.0,16,2023,2023,23080
23080860010302,421,8.0,0.0,13,2023,2023,23080
23080860010303,579,104.0,22.0,40,2023,2023,23080
23080860010304,593,19.0,11.0,17,2023,2023,23080
23080860010305,531,5.0,0.0,6,2023,2023,23080
23080860010306,549,6.0,6.0,14,2023,2023,23080
23080860010401,468,7.0,7.0,14,2023,2023,23080
23080860010402,381,0.0,0.0,11,2023,2023,23080
23080860010403,474,5.0,5.0,9,2023,2023,23080
23080860010501,440,5.0,0.0,5,2023,2023,23080
23080860010502,650,33.0,7.0,21,2023,2023,23080
23080860010601,450,29.0,11.0,21,2023,2023,23080
23080860010602,472,21.0,13.0,21,2023,2023,23080
23080860010603,533,16.0,9.0,20,2023,2023,23080
23080860010604,416,7.0,7.0,16,2023,2023,23080
23080860010605,419,5.0,0.0,11,2023,2023,23080
23080860010606,416,12.0,12.0,16,2023,2023,23080
23080860010607,474,33.0,8.0,18,2023,2023,23080
23080860010701,547,16.0,9.0,26,2023,2023,23080
23080860010801,458,8.0,6.0,12,2023,2023,23080
23080860010802,504,5.0,5.0,9,2023,2023,23080
23080860010803,450,28.0,7.0,23,2023,2023,23080
23080860010804,535,63.0,34.0,43,2023,2023,23080
23080860010805,484,0.0,0.0,10,2023,2023,23080
23080860010806,446,14.0,0.0,4,2023,2023,23080
23080860010901,314,5.0,0.0,6,2023,2023,23080
23080860010902,409,10.0,10.0,16,2023,2023,23080
23080860020001,761,560.0,203.0,210,2023,2023,23080
23080860020101,431,14.0,6.0,13,2023,2023,23080
23080860020102,512,7.0,7.0,18,2023,2023,23080
23080860020103,512,40.0,8.0,28,2023,2023,23080
23080860020201,604,8.0,8.0,19,2023,2023,23080
23080860020202,406,38.0,11.0,23,2023,2023,23080
23080870010001,427,190.0,20.0,27,2023,2023,23080
23080870010002,718,147.0,51.0,57,2023,2023,23080
23080870010003,491,213.0,62.0,79,2023,2023,23080
23080870010004,473,188.0,52.0,58,2023,2023,23080
23080870010005,457,112.0,39.0,47,2023,2023,23080
23080870010006,598,34.0,5.0,22,2023,2023,23080
23080870010007,504,52.0,12.0,22,2023,2023,23080
23080870010008,417,1382.0,423.0,430,2023,2023,23080
23080870010101,820,20.0,6.0,21,2023,2023,23080
23080870010201,412,35.0,5.0,14,2023,2023,23080
23080870010202,452,0.0,0.0,5,2023,2023,23080
23080870010301,620,6.0,0.0,6,2023,2023,23080
23080870010302,530,15.0,8.0,17,2023,2023,23080
23080870010401,521,0.0,0.0,7,2023,2023,23080
23080870010402,555,0.0,0.0,10,2023,2023,23080
23080870010403,500,15.0,8.0,19,2023,2023,23080
23080870010404,569,42.0,16.0,27,2023,2023,23080
23080870010405,459,0.0,0.0,2,2023,2023,23080
23080870020001,546,128.0,6.0,23,2023,2023,23080
23080870020002,506,71.0,0.0,20,2023,2023,23080
23080870020003,292,1514.0,439.0,446,2023,2023,23080
23080870020004,520,10.0,10.0,17,2023,2023,23080
23080870020005,474,37.0,14.0,20,2023,2023,23080
23080870020006,461,77.0,0.0,14,2023,2023,23080
23080870020007,563,9.0,9.0,20,2023,2023,23080
23080870020101,0,0.0,0.0,0,2023,2023,23080
23080870020102,0,0.0,0.0,0,2023,2023,23080
23080870020103,0,0.0,0.0,0,2023,2023,23080
23080870020104,0,0.0,0.0,2,2023,2023,23080
23080870020201,491,22.0,9.0,18,2023,2023,23080
23080870020202,533,11.0,8.0,20,2023,2023,23080
23080870020301,450,21.0,6.0,16,2023,2023,23080
23080870020302,421,6.0,6.0,12,2023,2023,23080
23080870020303,414,5.0,0.0,7,2023,2023,23080
23080870020401,527,31.0,14.0,27,2023,2023,23080
23080870020402,430,0.0,0.0,8,2023,2023,23080
23080870020403,567,22.0,14.0,23,2023,2023,23080
23080870020404,512,14.0,8.0,14,2023,2023,23080
23080870020405,517,7.0,7.0,11,2023,2023,23080
23080870020406,579,11.0,6.0,22,2023,2023,23080
23080870020407,571,25.0,11.0,20,2023,2023,23080
23080870020408,564,5.0,5.0,7,2023,2023,23080
23080870020409,538,6.0,6.0,13,2023,2023,23080
23080870020501,564,16.0,15.0,29,2023,2023,23080
23080870020502,419,17.0,0.0,11,2023,2023,23080
23080870020503,473,13.0,6.0,14,2023,2023,23080
23080870020504,531,25.0,11.0,21,2023,2023,23080
23080870020505,614,11.0,11.0,19,2023,2023,23080
23080880010002,68,3491.0,990.0,995,2023,2023,23080
23080880010003,0,0.0,0.0,0,2023,2023,23080
23080880010101,0,0.0,0.0,0,2023,2023,23080
23080880010102,0,0.0,0.0,0,2023,2023,23080
23080880010103,0,0.0,0.0,0,2023,2023,23080
23080880010201,543,20.0,7.0,12,2023,2023,23080
23080880010202,517,5.0,5.0,7,2023,2023,23080
23080880010203,567,14.0,14.0,20,2023,2023,23080
23080880010204,554,0.0,0.0,6,2023,2023,23080
23080880010205,574,19.0,6.0,13,2023,2023,23080
23080880010206,480,27.0,19.0,25,2023,2023,23080
23080880010301,569,25.0,13.0,22,2023,2023,23080
23080880010302,344,0.0,0.0,6,2023,2023,23080
23080880010303,456,12.0,7.0,10,2023,2023,23080
23080880010304,552,5.0,5.0,6,2023,2023,23080
23080880010305,623,0.0,0.0,6,2023,2023,23080
23080880010306,549,5.0,5.0,12,2023,2023,23080
23080880010307,576,58.0,23.0,28,2023,2023,23080
23080880010401,678,28.0,5.0,13,2023,2023,23080
23080880010402,635,0.0,0.0,4,2023,2023,23080
23080880010403,350,0.0,0.0,5,2023,2023,23080
23080880010404,343,0.0,0.0,3,2023,2023,23080
23080880010405,585,57.0,25.0,35,2023,2023,23080
23080880010406,676,5.0,5.0,8,2023,2023,23080
23080880010407,661,22.0,0.0,9,2023,2023,23080
23080880010408,349,5.0,0.0,8,2023,2023,23080
23080880010501,617,0.0,0.0,5,2023,2023,23080
23080880010502,489,23.0,11.0,17,2023,2023,23080
23080880010503,556,9.0,0.0,5,2023,2023,23080
23080880010504,498,0.0,0.0,6,2023,2023,23080
23080880010505,475,0.0,0.0,8,2023,2023,23080
23080880010506,579,20.0,0.0,7,2023,2023,23080
23080880010507,624,0.0,0.0,6,2023,2023,23080
23080880010508,354,16.0,0.0,4,2023,2023,23080
23080880010509,345,0.0,0.0,5,2023,2023,23080
23080880010601,511,0.0,0.0,10,2023,2023,23080
23080880010602,530,43.0,8.0,17,2023,2023,23080
23080880010603,507,0.0,0.0,6,2023,2023,23080
23080880010604,432,10.0,0.0,13,2023,2023,23080
23080880010605,442,8.0,0.0,3,2023,2023,23080
23080880010701,529,7.0,0.0,6,2023,2023,23080
23080880010702,390,0.0,0.0,2,2023,2023,23080
23080880010703,460,0.0,0.0,4,2023,2023,23080
23080880010704,509,20.0,0.0,9,2023,2023,23080
23080880010705,574,0.0,0.0,2,2023,2023,23080
23080880010706,394,7.0,0.0,3,2023,2023,23080
23080880010707,403,0.0,0.0,2,2023,2023,23080
23080880010708,404,31.0,10.0,18,2023,2023,23080
23080880010709,448,5.0,0.0,6,2023,2023,23080
23080880010801,425,10.0,0.0,5,2023,2023,23080
23080880010802,454,20.0,0.0,5,2023,2023,23080
23080880010803,600,25.0,11.0,19,2023,2023,23080
23080880010804,473,0.0,0.0,4,2023,2023,23080
23080880010901,453,6.0,0.0,8,2023,2023,23080
23080880010902,610,99.0,14.0,24,2023,2023,23080
23080880010903,638,7.0,0.0,9,2023,2023,23080
23080880010904,369,7.0,0.0,1,2023,2023,23080
23080880010905,591,13.0,6.0,13,2023,2023,23080
23080880010906,650,13.0,0.0,9,2023,2023,23080
23080880010907,568,9.0,9.0,14,2023,2023,23080
23080880020001,47,686.0,77.0,82,2023,2023,23080
23080880020002,0,162.0,0.0,1,2023,2023,23080
23080880020201,0,0.0,0.0,1,2023,2023,23080
23080880020202,0,0.0,0.0,0,2023,2023,23080
23080880020203,0,0.0,0.0,0,2023,2023,23080
23080880020301,157,0.0,0.0,0,2023,2023,23080
23080880020302,117,0.0,0.0,0,2023,2023,23080
23080880020303,153,0.0,0.0,0,2023,2023,23080
23080880020304,139,0.0,0.0,0,2023,2023,23080
23080880020305,99,0.0,0.0,0,2023,2023,23080
23080880020306,134,0.0,0.0,0,2023,2023,23080
23080880020307,190,0.0,0.0,2,2023,2023,23080
23080880020308,107,0.0,0.0,0,2023,2023,23080
23080880020309,114,0.0,0.0,0,2023,2023,23080
23080880020401,402,0.0,0.0,4,2023,2023,23080
23080880020402,514,0.0,0.0,5,2023,2023,23080
23080880020403,466,6.0,0.0,3,2023,2023,23080
23080880020404,576,46.0,11.0,22,2023,2023,23080
23080880020501,436,12.0,0.0,5,2023,2023,23080
23080880020502,402,11.0,0.0,1,2023,2023,23080
23080880020503,433,6.0,0.0,6,2023,2023,23080
23080880020504,376,0.0,0.0,4,2023,2023,23080
23080880020505,465,5.0,5.0,7,2023,2023,23080
23080880020506,447,21.0,0.0,12,2023,2023,23080
23080880020601,599,14.0,7.0,11,2023,2023,23080
23080880020602,531,45.0,27.0,36,2023,2023,23080
23080880020603,558,12.0,6.0,16,2023,2023,23080
23080880020604,440,8.0,0.0,9,2023,2023,23080
23080880020605,573,10.0,10.0,18,2023,2023,23080
23080880020606,555,48.0,20.0,33,2023,2023,23080
23080880020701,538,5.0,0.0,5,2023,2023,23080
23080880020702,502,0.0,0.0,9,2023,2023,23080
23080880020703,398,0.0,0.0,5,2023,2023,23080
23080880020704,507,38.0,17.0,19,2023,2023,23080
23080880020705,612,26.0,5.0,16,2023,2023,23080
23080880020706,549,7.0,0.0,9,2023,2023,23080
23080880020707,602,14.0,0.0,9,2023,2023,23080
23080880020801,507,33.0,29.0,35,2023,2023,23080
23080880020802,475,0.0,0.0,3,2023,2023,23080
23080880020803,389,21.0,8.0,12,2023,2023,23080
23080880020804,473,0.0,0.0,7,2023,2023,23080
23080880020901,462,0.0,0.0,3,2023,2023,23080
23080880020902,405,7.0,0.0,8,2023,2023,23080
23080880021001,527,8.0,0.0,2,2023,2023,23080
23080880021002,552,0.0,0.0,3,2023,2023,23080
23080880021003,460,0.0,0.0,0,2023,2023,23080
23080880021004,532,0.0,0.0,1,2023,2023,23080
23080880021101,425,6.0,6.0,9,2023,2023,23080
23080880021102,597,27.0,16.0,23,2023,2023,23080
23080880021103,320,8.0,5.0,7,2023,2023,23080
23080880021104,586,15.0,0.0,12,2023,2023,23080
23080880021105,607,8.0,0.0,6,2023,2023,23080
23080880021201,565,5.0,5.0,15,2023,2023,23080
23080880021202,565,6.0,6.0,12,2023,2023,23080
23080880021203,500,19.0,0.0,12,2023,2023,23080
23080880021204,584,21.0,10.0,19,2023,2023,23080
23080880021205,557,13.0,0.0,8,2023,2023,23080
23080880021301,470,6.0,0.0,3,2023,2023,23080
23080880021302,462,16.0,0.0,10,2023,2023,23080
23080880021303,331,0.0,0.0,3,2023,2023,23080
23080880021401,351,0.0,0.0,3,2023,2023,23080
23080880021402,515,28.0,6.0,14,2023,2023,23080
23080880021403,336,73.0,33.0,42,2023,2023,23080
23080880021404,352,0.0,0.0,6,2023,2023,23080
23080880021405,327,7.0,0.0,7,2023,2023,23080
23080880021501,501,0.0,0.0,3,2023,2023,23080
23080880021502,383,0.0,0.0,4,2023,2023,23080
23080880021503,162,17.0,0.0,5,2023,2023,23080
23080880021504,474,11.0,0.0,4,2023,2023,23080
23080880021601,616,5.0,5.0,12,2023,2023,23080
23080880021602,526,0.0,0.0,7,2023,2023,23080
23080880021603,611,34.0,5.0,13,2023,2023,23080
23080880021701,408,29.0,6.0,12,2023,2023,23080
23080880021702,575,31.0,0.0,15,2023,2023,23080
23080880021703,557,0.0,0.0,8,2023,2023,23080
23080880021704,379,0.0,0.0,9,2023,2023,23080
23080880021801,368,0.0,0.0,1,2023,2023,23080
23080880021802,364,8.0,0.0,5,2023,2023,23080
23080880021803,326,9.0,0.0,2,2023,2023,23080
23080880021901,594,8.0,0.0,8,2023,2023,23080
23080880021902,524,18.0,0.0,9,2023,2023,23080
23080880022001,527,10.0,0.0,4,2023,2023,23080
23080880022002,558,14.0,0.0,11,2023,2023,23080
